id,character,created_at,updated_at,jlpt,grade,kanjimap_url,kanjigraph_url,meanings,cluster,learned
774,採,2026-07-11T13:11:24.763697+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/採,japanesegraph.com/採,"[""gather, adopt"", ""collect"", ""take"", ""hire""]",work_occupation,false
775,迷,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/迷,japanesegraph.com/迷,"[""lose one's way, perplex"", ""hesitate"", ""be lost"", ""be confused""]",emotion,false
776,造,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/造,japanesegraph.com/造,"[""create, make"", ""build"", ""manufacture"", ""brew""]",tool_object,false
777,混,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/混,japanesegraph.com/混,"[""mix, blend"", ""confuse"", ""mingle""]",,false
778,揮,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n1,e6,thekanjimap.com/揮,japanesegraph.com/揮,"[""wield, brandish"", ""command"", ""display""]",,false
779,域,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/域,japanesegraph.com/域,"[""range, region"", ""zone"", ""area"", ""boundary""]",geography_place,false
780,織,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/織,japanesegraph.com/織,"[""weave, fabric"", ""knit"", ""organize""]",clothing,false
781,后,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n1,e6,thekanjimap.com/后,japanesegraph.com/后,"[""empress, queen"", ""ruler"", ""sovereign""]",government_law,false
782,賀,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/賀,japanesegraph.com/賀,"[""congratulation, celebration"", ""joy""]",communication,false
783,規,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/規,japanesegraph.com/規,"[""standard, rule"", ""norm"", ""regulate""]",government_law,false
784,犯,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/犯,japanesegraph.com/犯,"[""crime, violate"", ""offend"", ""commit (an offense)""]",government_law,false
785,移,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/移,japanesegraph.com/移,"[""move, shift"", ""transfer"", ""change""]",transportation,false
786,激,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/激,japanesegraph.com/激,"[""intense, violent"", ""extreme"", ""fierce""]",,false
787,推,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/推,japanesegraph.com/推,"[""infer, deduce"", ""recommend"", ""push""]",,false
788,難,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e6,thekanjimap.com/難,japanesegraph.com/難,"[""difficult, trouble"", ""disaster"", ""hardship""]",,false
789,聖,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/聖,japanesegraph.com/聖,"[""holy, sacred"", ""sage"", ""saint""]",religion_spirit,false
790,職,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/職,japanesegraph.com/職,"[""job, occupation"", ""post"", ""position"", ""duty""]",work_occupation,false
791,庁,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/庁,japanesegraph.com/庁,"[""government office, agency"", ""agency"", ""bureau""]",government_law,false
792,純,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/純,japanesegraph.com/純,"[""pure, genuine"", ""innocent"", ""simple""]",,false
793,暖,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e6,thekanjimap.com/暖,japanesegraph.com/暖,"[""warm, mild"", ""heat"", ""warmth""]",weather,false
794,寸,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n1,e6,thekanjimap.com/寸,japanesegraph.com/寸,"[""measurement unit, a little"", ""brief"", ""short""]",size_measure,false
795,確,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/確,japanesegraph.com/確,"[""certain, sure"", ""confirm"", ""reliable""]",,false
796,宝,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e6,thekanjimap.com/宝,japanesegraph.com/宝,"[""treasure, jewel"", ""precious thing""]",money_business,false
797,護,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e5,thekanjimap.com/護,japanesegraph.com/護,"[""protect, guard"", ""defend"", ""shelter""]",,false
798,株,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/株,japanesegraph.com/株,"[""stock, shares"", ""stump"", ""root""]",money_business,false
799,姿,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/姿,japanesegraph.com/姿,"[""figure, form, appearance"", ""shape"", ""sight""]",,false
800,招,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/招,japanesegraph.com/招,"[""invite, beckon"", ""call"", ""summon""]",communication,false
801,供,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/供,japanesegraph.com/供,"[""accompany, offer"", ""present"", ""provide""]",,false
802,灰,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/灰,japanesegraph.com/灰,"[""ash, ashes"", ""gray""]",color,false
803,宇,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n1,e6,thekanjimap.com/宇,japanesegraph.com/宇,"[""universe, eaves"", ""heaven"", ""sky""]",nature,false
804,朗,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/朗,japanesegraph.com/朗,"[""cheerful, sonorous"", ""bright"", ""clear""]",emotion,false
805,預,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/預,japanesegraph.com/預,"[""deposit, entrust"", ""keep"", ""leave in care""]",money_business,false
806,若,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e6,thekanjimap.com/若,japanesegraph.com/若,"[""young"", ""or"", ""if"", ""as if""]",,false
807,尺,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n1,e6,thekanjimap.com/尺,japanesegraph.com/尺,"[""shaku (unit of length), measure"", ""scale"", ""ruler""]",size_measure,false
808,棒,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e6,thekanjimap.com/棒,japanesegraph.com/棒,"[""stick, rod"", ""bar"", ""pole"", ""straight line""]",tool_object,false
809,宙,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/宙,japanesegraph.com/宙,"[""midair, space"", ""sky"", ""heaven""]",nature,false
810,測,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/測,japanesegraph.com/測,"[""measure, survey"", ""estimate"", ""fathom""]",size_measure,false
811,枚,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n4,e6,thekanjimap.com/枚,japanesegraph.com/枚,"[""counter for flat things (paper, boards, etc.)"", ""sheet"", ""piece""]",quantity_degree,false
812,過,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/過,japanesegraph.com/過,"[""pass, exceed"", ""mistake"", ""too much""]",,false
813,値,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e6,thekanjimap.com/値,japanesegraph.com/値,"[""price, value"", ""worth"", ""number""]",money_business,false
814,術,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/術,japanesegraph.com/術,"[""art, technique"", ""skill"", ""method"", ""magic""]",,false
815,講,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/講,japanesegraph.com/講,"[""lecture, discourse"", ""course"", ""study""]",education,false
816,樹,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n1,e6,thekanjimap.com/樹,japanesegraph.com/樹,"[""tree, plant"", ""establish"", ""set up""]",plant,false
817,我,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/我,japanesegraph.com/我,"[""I, oneself"", ""self"", ""ego""]",,false
818,著,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n2,e6,thekanjimap.com/著,japanesegraph.com/著,"[""write, author"", ""remarkable"", ""notable""]",communication,false
819,銅,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e5,thekanjimap.com/銅,japanesegraph.com/銅,"[""copper"", ""bronze (medal)""]",,false
820,律,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/律,japanesegraph.com/律,"[""law, rule"", ""rhythm"", ""discipline""]",government_law,false
821,劇,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/劇,japanesegraph.com/劇,"[""drama, play"", ""intense"", ""severe""]",art_music,false
822,謝,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/謝,japanesegraph.com/謝,"[""apologize, thank"", ""decline"", ""express gratitude""]",emotion,false
823,厳,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/厳,japanesegraph.com/厳,"[""strict, stern"", ""solemn"", ""severe""]",,false
824,慣,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/慣,japanesegraph.com/慣,"[""accustom, get used to"", ""habit"", ""practice""]",,false
825,燃,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/燃,japanesegraph.com/燃,"[""burn, combust"", ""ignite"", ""blaze""]",,false
826,机,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n4,e6,thekanjimap.com/机,japanesegraph.com/机,"[""desk, writing desk"", ""table""]",tool_object,false
827,暴,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/暴,japanesegraph.com/暴,"[""violent, expose"", ""sudden"", ""wild"", ""reckless""]",weather,false
828,肥,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e5,thekanjimap.com/肥,japanesegraph.com/肥,"[""fat, fertile"", ""manure"", ""rich"", ""plump""]",,false
829,財,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/財,japanesegraph.com/財,"[""wealth, property"", ""resources"", ""treasure""]",money_business,false
830,築,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/築,japanesegraph.com/築,"[""build, construct"", ""establish"", ""erect""]",building_place,false
831,城,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e6,thekanjimap.com/城,japanesegraph.com/城,"[""castle"", ""fortress"", ""stronghold""]",building_place,false
832,似,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/似,japanesegraph.com/似,"[""resemble, similar"", ""look like"", ""take after""]",,false
833,党,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/党,japanesegraph.com/党,"[""political party, group"", ""faction"", ""clique""]",government_law,false
834,断,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/断,japanesegraph.com/断,"[""sever, refuse"", ""cut off"", ""decide"", ""prohibit""]",,false
835,卵,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n5,e6,thekanjimap.com/卵,japanesegraph.com/卵,"[""egg"", ""spawn"", ""roe""]",food,false
836,比,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/比,japanesegraph.com/比,"[""compare, ratio"", ""proportion"", ""versus""]",quantity_degree,false
837,批,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n2,e6,thekanjimap.com/批,japanesegraph.com/批,"[""criticize, comment on"", ""evaluate"", ""judge""]",communication,false
838,耕,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e5,thekanjimap.com/耕,japanesegraph.com/耕,"[""cultivate, till"", ""farm"", ""plow""]",,false
839,群,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e5,thekanjimap.com/群,japanesegraph.com/群,"[""group, crowd"", ""flock"", ""herd"", ""cluster""]",,false
840,創,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/創,japanesegraph.com/創,"[""create, originate"", ""found"", ""establish""]",,false
841,仁,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n1,e6,thekanjimap.com/仁,japanesegraph.com/仁,"[""benevolence, humanity"", ""compassion"", ""virtue""]",,false
842,寄,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/寄,japanesegraph.com/寄,"[""draw near, approach"", ""contribute"", ""donate""]",money_business,false
843,破,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/破,japanesegraph.com/破,"[""break, destroy"", ""tear"", ""defeat"", ""violate""]",,false
844,痛,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n4,e6,thekanjimap.com/痛,japanesegraph.com/痛,"[""pain, ache"", ""hurt"", ""sore""]",body_health,false
845,述,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/述,japanesegraph.com/述,"[""state, mention"", ""describe"", ""narrate""]",communication,false
846,興,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/興,japanesegraph.com/興,"[""interest, excitement"", ""prosper"", ""rise"", ""flourish""]",emotion,false
847,義,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e5,thekanjimap.com/義,japanesegraph.com/義,"[""righteousness, justice"", ""meaning"", ""duty"", ""loyalty""]",,false
848,演,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/演,japanesegraph.com/演,"[""perform, play"", ""act"", ""lecture""]",art_music,false
849,衛,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/衛,japanesegraph.com/衛,"[""guard, protect"", ""defend"", ""satellite""]",military,false
850,否,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/否,japanesegraph.com/否,"[""deny, negate"", ""no"", ""disagree""]",,false
851,危,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e6,thekanjimap.com/危,japanesegraph.com/危,"[""dangerous, risky"", ""fear"", ""peril""]",,false
852,退,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/退,japanesegraph.com/退,"[""retreat, withdraw"", ""recede"", ""quit"", ""leave""]",,false
853,質,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/質,japanesegraph.com/質,"[""quality, matter"", ""nature"", ""character"", ""substance""]",,false
854,孝,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n1,e6,thekanjimap.com/孝,japanesegraph.com/孝,"[""filial piety"", ""devotion to parents""]",family,false
855,幕,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/幕,japanesegraph.com/幕,"[""curtain, act (of a play)"", ""camp"", ""shogunate""]",art_music,false
856,鉱,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/鉱,japanesegraph.com/鉱,"[""ore, mineral"", ""mine"", ""pit""]",nature,false
857,居,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/居,japanesegraph.com/居,"[""be present, dwell"", ""live"", ""reside""]",building_place,false
858,存,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e6,thekanjimap.com/存,japanesegraph.com/存,"[""exist, be"", ""know"", ""think (humble)""]",,false
859,尊,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/尊,japanesegraph.com/尊,"[""revere, respect"", ""noble"", ""precious""]",,false
860,己,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n1,e6,thekanjimap.com/己,japanesegraph.com/己,"[""self, oneself"", ""I"", ""personal""]",,false
861,設,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/設,japanesegraph.com/設,"[""establish, set up"", ""install"", ""found"", ""arrange""]",building_place,false
862,逆,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/逆,japanesegraph.com/逆,"[""reverse, opposite"", ""contrary"", ""upside down""]",direction_position,false
863,敬,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/敬,japanesegraph.com/敬,"[""respect, reverence"", ""honor"", ""esteem""]",,false
864,誠,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/誠,japanesegraph.com/誠,"[""sincerity, honesty"", ""truth"", ""loyalty""]",,false
865,賛,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n2,e5,thekanjimap.com/賛,japanesegraph.com/賛,"[""agree, praise"", ""support"", ""approval""]",communication,false
866,許,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/許,japanesegraph.com/許,"[""allow, permit"", ""forgive"", ""license""]",government_law,false
867,識,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/識,japanesegraph.com/識,"[""know, mark"", ""recognize"", ""knowledge""]",education,false
868,非,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/非,japanesegraph.com/非,"[""not, wrong"", ""un-"", ""non-"", ""negative"", ""fault""]",,false
869,額,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/額,japanesegraph.com/額,"[""amount, sum"", ""forehead"", ""framed picture""]",money_business,false
870,欲,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e6,thekanjimap.com/欲,japanesegraph.com/欲,"[""desire, greed"", ""want"", ""wish""]",emotion,false
871,幼,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n2,e6,thekanjimap.com/幼,japanesegraph.com/幼,"[""young, infant"", ""childhood"", ""immature""]",education,false
872,宣,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/宣,japanesegraph.com/宣,"[""proclaim, announce"", ""declare"", ""spread""]",communication,false
873,宅,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e6,thekanjimap.com/宅,japanesegraph.com/宅,"[""home, residence"", ""house"", ""one's own home""]",building_place,false
874,富,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/富,japanesegraph.com/富,"[""wealth, rich"", ""abundant"", ""prosperous""]",money_business,false
875,責,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/責,japanesegraph.com/責,"[""responsibility, blame"", ""duty"", ""reproach"", ""obligation""]",work_occupation,false
876,泉,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/泉,japanesegraph.com/泉,"[""spring, fountain"", ""source""]",nature,false
877,俳,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n1,e6,thekanjimap.com/俳,japanesegraph.com/俳,"[""actor, haiku"", ""comedian"", ""performer""]",art_music,false
878,飼,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/飼,japanesegraph.com/飼,"[""raise, keep (animals)"", ""breed"", ""rear""]",animal,false
879,操,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n2,e6,thekanjimap.com/操,japanesegraph.com/操,"[""operate, control"", ""maneuver"", ""chastity""]",technology,false
880,専,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e6,thekanjimap.com/専,japanesegraph.com/専,"[""specialty, exclusive"", ""solely"", ""only""]",work_occupation,false
881,防,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/防,japanesegraph.com/防,"[""prevent, defend"", ""protect"", ""guard"", ""ward off""]",military,false
882,将,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/将,japanesegraph.com/将,"[""general, commander"", ""future"", ""be about to""]",military,false
883,銭,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/銭,japanesegraph.com/銭,"[""coin, money"", ""sen (currency unit)"", ""small change""]",money_business,false
884,輸,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/輸,japanesegraph.com/輸,"[""transport, export"", ""import"", ""ship"", ""convey""]",transportation,false
885,罪,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/罪,japanesegraph.com/罪,"[""crime, sin"", ""guilt"", ""offense""]",government_law,false
886,舌,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/舌,japanesegraph.com/舌,"[""tongue"", ""speech"", ""taste""]",body_part,false
887,派,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n2,e6,thekanjimap.com/派,japanesegraph.com/派,"[""school of thought, group"", ""dispatch"", ""send"", ""faction""]",work_occupation,false
888,減,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n3,e5,thekanjimap.com/減,japanesegraph.com/減,"[""decrease, reduce"", ""lessen"", ""subtract""]",quantity_degree,false
889,層,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/層,japanesegraph.com/層,"[""layer, stratum"", ""social class"", ""floor (of a building)""]",,false
890,支,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/支,japanesegraph.com/支,"[""branch, support"", ""pay"", ""sustain""]",money_business,false
891,編,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/編,japanesegraph.com/編,"[""knit, compile"", ""edit"", ""braid"", ""volume""]",communication,false
892,段,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e6,thekanjimap.com/段,japanesegraph.com/段,"[""step, stairs, grade"", ""rank"", ""level"", ""paragraph""]",quantity_degree,false
893,資,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/資,japanesegraph.com/資,"[""resources, funds"", ""capital"", ""material"", ""talent""]",money_business,false
894,舎,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e5,thekanjimap.com/舎,japanesegraph.com/舎,"[""building, hut"", ""lodging"", ""quarters""]",building_place,false
895,簡,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/簡,japanesegraph.com/簡,"[""simple, brief"", ""easy"", ""letter""]",,false
896,評,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/評,japanesegraph.com/評,"[""evaluate, comment"", ""criticize"", ""review"", ""reputation""]",communication,false
897,権,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/権,japanesegraph.com/権,"[""authority, right"", ""power"", ""privilege""]",government_law,false
898,製,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/製,japanesegraph.com/製,"[""make, manufacture"", ""produce"", ""craft"", ""-made""]",tool_object,false
899,備,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/備,japanesegraph.com/備,"[""prepare, furnish"", ""equip"", ""provide"", ""be ready""]",tool_object,false
900,憲,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/憲,japanesegraph.com/憲,"[""constitution, law"", ""rule"", ""ordinance""]",government_law,false
901,密,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n2,e6,thekanjimap.com/密,japanesegraph.com/密,"[""dense, secret"", ""close"", ""intimate""]",,false
902,晩,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n4,e6,thekanjimap.com/晩,japanesegraph.com/晩,"[""evening, night"", ""late"", ""year's end""]",time_date,false
903,任,2026-07-11T13:12:43.326869+00:00,2026-07-16T15:01:21.684616+00:00,n3,e5,thekanjimap.com/任,japanesegraph.com/任,"[""entrust, duty"", ""appoint"", ""position"", ""responsibility""]",work_occupation,false
904,再,2026-07-11T13:12:43.326869+00:00,2026-07-11T13:12:43.326869+00:00,n3,e5,thekanjimap.com/再,japanesegraph.com/再,"[""again, re-"", ""second time"", ""repeat""]",,false
905,貸,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n4,e5,thekanjimap.com/貸,japanesegraph.com/貸,"[""lend, loan"", ""rent out"", ""credit""]",money_business,false
906,冊,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n4,e6,thekanjimap.com/冊,japanesegraph.com/冊,"[""counter for bound books"", ""volume"", ""booklet""]",quantity_degree,false
907,奮,2026-07-11T13:12:43.326869+00:00,2026-07-13T23:15:38.60052+00:00,n2,e6,thekanjimap.com/奮,japanesegraph.com/奮,"[""stir up, rouse"", ""shake"", ""be excited""]",emotion,false
